no,slug,name,category,reliability,coinedYear,namedAfter,url
917,intentionality,Intentionality,philosophy,Contested,,,https://conyso.com/lawtome/laws/intentionality/
918,the-explanatory-gap,The Explanatory Gap,philosophy,Contested,1983,Joseph Levine,https://conyso.com/lawtome/laws/the-explanatory-gap/
919,panpsychism,Panpsychism,philosophy,Contested,,,https://conyso.com/lawtome/laws/panpsychism/
920,eliminative-materialism,Eliminative Materialism,philosophy,Contested,,,https://conyso.com/lawtome/laws/eliminative-materialism/
921,the-turing-test,The Turing Test,philosophy,Contested,1950,Alan Turing,https://conyso.com/lawtome/laws/the-turing-test/
922,the-knowledge-argument,The Knowledge Argument,philosophy,Contested,1982,Frank Jackson,https://conyso.com/lawtome/laws/the-knowledge-argument/
923,emergence,Emergence,philosophy,Contested,,,https://conyso.com/lawtome/laws/emergence/
924,consequentialism,Consequentialism,philosophy,Contested,,,https://conyso.com/lawtome/laws/consequentialism/
925,deontology,Deontology,philosophy,Contested,,,https://conyso.com/lawtome/laws/deontology/
926,virtue-ethics,Virtue Ethics,philosophy,Contested,,,https://conyso.com/lawtome/laws/virtue-ethics/
927,utilitarianism,Utilitarianism,philosophy,Contested,,,https://conyso.com/lawtome/laws/utilitarianism/
928,the-doctrine-of-double-effect,The Doctrine of Double Effect,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-doctrine-of-double-effect/
929,moral-realism,Moral Realism,philosophy,Contested,,,https://conyso.com/lawtome/laws/moral-realism/
930,the-is-ought-problem,The Is-Ought Problem,philosophy,Contested,1740,David Hume,https://conyso.com/lawtome/laws/the-is-ought-problem/
931,the-naturalistic-fallacy,The Naturalistic Fallacy,logic,Contested,1903,G. E. Moore,https://conyso.com/lawtome/laws/the-naturalistic-fallacy/
932,moral-relativism,Moral Relativism,philosophy,Contested,,,https://conyso.com/lawtome/laws/moral-relativism/
933,moral-luck,Moral Luck,philosophy,Contested,1976,,https://conyso.com/lawtome/laws/moral-luck/
934,the-golden-rule,The Golden Rule,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-golden-rule/
935,contractualism,Contractualism,philosophy,Contested,,T. M. Scanlon,https://conyso.com/lawtome/laws/contractualism/
936,ethical-egoism,Ethical Egoism,philosophy,Contested,,,https://conyso.com/lawtome/laws/ethical-egoism/
937,justified-true-belief,Justified True Belief,philosophy,Contested,,,https://conyso.com/lawtome/laws/justified-true-belief/
938,foundationalism,Foundationalism,philosophy,Contested,,,https://conyso.com/lawtome/laws/foundationalism/
939,coherentism,Coherentism,philosophy,Contested,,,https://conyso.com/lawtome/laws/coherentism/
940,philosophical-skepticism,Philosophical Skepticism,philosophy,Contested,,,https://conyso.com/lawtome/laws/philosophical-skepticism/
941,rationalism,Rationalism,philosophy,Contested,,,https://conyso.com/lawtome/laws/rationalism/
942,empiricism,Empiricism,philosophy,Contested,,,https://conyso.com/lawtome/laws/empiricism/
943,the-analytic-synthetic-distinction,The Analytic-Synthetic Distinction,philosophy,Contested,1781,,https://conyso.com/lawtome/laws/the-analytic-synthetic-distinction/
944,reliabilism,Reliabilism,philosophy,Contested,1979,,https://conyso.com/lawtome/laws/reliabilism/
945,fallibilism,Fallibilism,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/fallibilism/
946,the-a-priori,The A Priori,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-a-priori/
947,the-problem-of-the-criterion,The Problem of the Criterion,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-problem-of-the-criterion/
948,virtue-epistemology,Virtue Epistemology,philosophy,Contested,,,https://conyso.com/lawtome/laws/virtue-epistemology/
949,the-problem-of-other-minds,The Problem of Other Minds,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-problem-of-other-minds/
950,falsifiability,Falsifiability,philosophy,Contested,1934,Karl Popper,https://conyso.com/lawtome/laws/falsifiability/
951,the-demarcation-problem,The Demarcation Problem,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-demarcation-problem/
952,paradigm-shift,Paradigm Shift,philosophy,Contested,1962,,https://conyso.com/lawtome/laws/paradigm-shift/
953,the-duhem-quine-thesis,The Duhem-Quine Thesis,philosophy,Empirical,,,https://conyso.com/lawtome/laws/the-duhem-quine-thesis/
954,underdetermination,Underdetermination,philosophy,Contested,,,https://conyso.com/lawtome/laws/underdetermination/
955,incommensurability,Incommensurability,philosophy,Contested,1962,,https://conyso.com/lawtome/laws/incommensurability/
956,research-programmes,Research Programmes,philosophy,Contested,,Imre Lakatos,https://conyso.com/lawtome/laws/research-programmes/
957,the-pessimistic-induction,The Pessimistic Induction,philosophy,Contested,1981,,https://conyso.com/lawtome/laws/the-pessimistic-induction/
958,scientific-realism,Scientific Realism,philosophy,Contested,,,https://conyso.com/lawtome/laws/scientific-realism/
959,instrumentalism,Instrumentalism,philosophy,Contested,,,https://conyso.com/lawtome/laws/instrumentalism/
960,inference-to-the-best-explanation,Inference to the Best Explanation,philosophy,Heuristic,1965,,https://conyso.com/lawtome/laws/inference-to-the-best-explanation/
961,the-no-miracles-argument,The No-Miracles Argument,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-no-miracles-argument/
962,the-theory-ladenness-of-observation,The Theory-Ladenness of Observation,philosophy,Contested,1958,,https://conyso.com/lawtome/laws/the-theory-ladenness-of-observation/
963,sense-and-reference,Sense and Reference,philosophy,Heuristic,1892,Gottlob Frege,https://conyso.com/lawtome/laws/sense-and-reference/
964,the-theory-of-descriptions,The Theory of Descriptions,philosophy,Heuristic,1905,Bertrand Russell,https://conyso.com/lawtome/laws/the-theory-of-descriptions/
965,speech-act-theory,Speech Act Theory,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/speech-act-theory/
966,conversational-implicature,Conversational Implicature,philosophy,Heuristic,,H. P. Grice,https://conyso.com/lawtome/laws/conversational-implicature/
967,the-causal-theory-of-reference,The Causal Theory of Reference,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-causal-theory-of-reference/
968,the-private-language-argument,The Private Language Argument,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-private-language-argument/
969,rigid-designation,Rigid Designation,philosophy,Heuristic,,Saul Kripke,https://conyso.com/lawtome/laws/rigid-designation/
970,the-use-theory-of-meaning,The Use Theory of Meaning,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-use-theory-of-meaning/
971,the-picture-theory-of-language,The Picture Theory of Language,philosophy,Contested,1921,,https://conyso.com/lawtome/laws/the-picture-theory-of-language/
972,semantic-externalism,Semantic Externalism,philosophy,Contested,,,https://conyso.com/lawtome/laws/semantic-externalism/
973,verificationism,Verificationism,philosophy,Contested,,,https://conyso.com/lawtome/laws/verificationism/
974,performative-utterances,Performative Utterances,philosophy,Heuristic,,J. L. Austin,https://conyso.com/lawtome/laws/performative-utterances/
975,compositionality,Compositionality,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/compositionality/
976,personal-identity,Personal Identity,philosophy,Contested,,,https://conyso.com/lawtome/laws/personal-identity/
977,free-will,Free Will,philosophy,Contested,,,https://conyso.com/lawtome/laws/free-will/
978,determinism,Determinism,philosophy,Contested,,,https://conyso.com/lawtome/laws/determinism/
979,compatibilism,Compatibilism,philosophy,Contested,,,https://conyso.com/lawtome/laws/compatibilism/
980,the-consequence-argument,The Consequence Argument,philosophy,Contested,1983,,https://conyso.com/lawtome/laws/the-consequence-argument/
981,the-problem-of-universals,The Problem of Universals,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-problem-of-universals/
982,nominalism,Nominalism,philosophy,Contested,,,https://conyso.com/lawtome/laws/nominalism/
983,possible-worlds,Possible Worlds,philosophy,Contested,,,https://conyso.com/lawtome/laws/possible-worlds/
984,causation,Causation,philosophy,Contested,,,https://conyso.com/lawtome/laws/causation/
985,presentism,Presentism,philosophy,Contested,,,https://conyso.com/lawtome/laws/presentism/
986,eternalism,Eternalism,philosophy,Contested,,,https://conyso.com/lawtome/laws/eternalism/
987,mereology,Mereology,philosophy,Empirical,,,https://conyso.com/lawtome/laws/mereology/
988,substance,Substance,philosophy,Contested,,,https://conyso.com/lawtome/laws/substance/
989,the-definition-of-art,The Definition of Art,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-definition-of-art/
990,the-institutional-theory-of-art,The Institutional Theory of Art,philosophy,Contested,1974,,https://conyso.com/lawtome/laws/the-institutional-theory-of-art/
991,the-intentional-fallacy,The Intentional Fallacy,philosophy,Contested,1946,,https://conyso.com/lawtome/laws/the-intentional-fallacy/
992,aesthetic-experience,Aesthetic Experience,philosophy,Contested,,,https://conyso.com/lawtome/laws/aesthetic-experience/
993,the-sublime,The Sublime,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-sublime/
994,mimesis,Mimesis,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/mimesis/
995,formalism-in-art,Formalism in Art,philosophy,Contested,1914,,https://conyso.com/lawtome/laws/formalism-in-art/
996,the-expression-theory-of-art,The Expression Theory of Art,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-expression-theory-of-art/
997,the-paradox-of-fiction,The Paradox of Fiction,philosophy,Contested,1975,,https://conyso.com/lawtome/laws/the-paradox-of-fiction/
998,the-paradox-of-tragedy,The Paradox of Tragedy,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-paradox-of-tragedy/
999,the-aesthetic-attitude,The Aesthetic Attitude,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-aesthetic-attitude/
1000,the-standard-of-taste,The Standard of Taste,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-standard-of-taste/
1001,catharsis,Catharsis,philosophy,Contested,,,https://conyso.com/lawtome/laws/catharsis/
1003,goldbachs-conjecture,Goldbach's Conjecture,mathematics,Contested,1742,Christian Goldbach,https://conyso.com/lawtome/laws/goldbachs-conjecture/
1004,the-twin-prime-conjecture,The Twin Prime Conjecture,mathematics,Contested,,,https://conyso.com/lawtome/laws/the-twin-prime-conjecture/
1005,the-poincare-conjecture,The Poincaré Conjecture,mathematics,Empirical,1904,Henri Poincaré,https://conyso.com/lawtome/laws/the-poincare-conjecture/
1006,hilberts-problems,Hilbert's Problems,mathematics,Empirical,1900,David Hilbert,https://conyso.com/lawtome/laws/hilberts-problems/
1007,the-navier-stokes-existence-and-smoothness,Navier-Stokes Existence and Smoothness,mathematics,Contested,,,https://conyso.com/lawtome/laws/the-navier-stokes-existence-and-smoothness/
1008,the-birch-and-swinnerton-dyer-conjecture,The Birch and Swinnerton-Dyer Conjecture,mathematics,Contested,,Bryan Birch and Peter Swinnerton-Dyer,https://conyso.com/lawtome/laws/the-birch-and-swinnerton-dyer-conjecture/
1009,the-hodge-conjecture,The Hodge Conjecture,mathematics,Contested,,William Hodge,https://conyso.com/lawtome/laws/the-hodge-conjecture/
1010,the-abc-conjecture,The abc Conjecture,mathematics,Contested,,,https://conyso.com/lawtome/laws/the-abc-conjecture/
1011,the-classification-of-finite-simple-groups,The Classification of Finite Simple Groups,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-classification-of-finite-simple-groups/
1012,the-millennium-prize-problems,The Millennium Prize Problems,mathematics,Empirical,2000,,https://conyso.com/lawtome/laws/the-millennium-prize-problems/
1013,the-yang-mills-mass-gap,The Yang-Mills Mass Gap,mathematics,Contested,,,https://conyso.com/lawtome/laws/the-yang-mills-mass-gap/
1014,the-langlands-program,The Langlands Program,mathematics,Contested,1967,Robert Langlands,https://conyso.com/lawtome/laws/the-langlands-program/
1037,byzantine-fault-tolerance,Byzantine Fault Tolerance,software,Empirical,1982,,https://conyso.com/lawtome/laws/byzantine-fault-tolerance/
1038,the-gini-coefficient,The Gini Coefficient,economics,Empirical,1912,Corrado Gini,https://conyso.com/lawtome/laws/the-gini-coefficient/
1039,the-kuznets-curve,The Kuznets Curve,economics,Contested,1955,Simon Kuznets,https://conyso.com/lawtome/laws/the-kuznets-curve/
1040,the-beveridge-curve,The Beveridge Curve,economics,Empirical,1958,William Beveridge,https://conyso.com/lawtome/laws/the-beveridge-curve/
1041,the-herfindahl-hirschman-index,The Herfindahl–Hirschman Index,economics,Empirical,1950,Orris C. Herfindahl and Albert O. Hirschman,https://conyso.com/lawtome/laws/the-herfindahl-hirschman-index/
1042,the-solow-swan-model,The Solow–Swan Model,economics,Empirical,1956,Robert Solow and Trevor Swan,https://conyso.com/lawtome/laws/the-solow-swan-model/
1043,the-harrod-domar-model,The Harrod–Domar Model,economics,Contested,1939,Roy Harrod and Evsey Domar,https://conyso.com/lawtome/laws/the-harrod-domar-model/
1044,the-malthusian-trap,The Malthusian Trap,economics,Contested,1798,Thomas Robert Malthus,https://conyso.com/lawtome/laws/the-malthusian-trap/
1045,the-greater-fool-theory,The Greater Fool Theory,economics,Heuristic,,,https://conyso.com/lawtome/laws/the-greater-fool-theory/
1046,prospect-theory,Prospect Theory,economics,Empirical,1979,,https://conyso.com/lawtome/laws/prospect-theory/
1047,the-black-scholes-model,The Black–Scholes Model,economics,Contested,1973,Fischer Black and Myron Scholes,https://conyso.com/lawtome/laws/the-black-scholes-model/
1048,the-kelly-criterion,The Kelly Criterion,economics,Empirical,1956,John L. Kelly Jr.,https://conyso.com/lawtome/laws/the-kelly-criterion/
1049,modern-portfolio-theory,Modern Portfolio Theory,economics,Contested,1952,,https://conyso.com/lawtome/laws/modern-portfolio-theory/
1050,the-capital-asset-pricing-model,The Capital Asset Pricing Model,economics,Contested,1964,,https://conyso.com/lawtome/laws/the-capital-asset-pricing-model/
1051,the-kubler-ross-model,The Kübler-Ross Model,psychology,Contested,1969,Elisabeth Kübler-Ross,https://conyso.com/lawtome/laws/the-kubler-ross-model/
1052,the-representativeness-heuristic,The Representativeness Heuristic,psychology,Empirical,1974,,https://conyso.com/lawtome/laws/the-representativeness-heuristic/
1053,the-affect-heuristic,The Affect Heuristic,psychology,Empirical,2000,,https://conyso.com/lawtome/laws/the-affect-heuristic/
1054,the-recognition-heuristic,The Recognition Heuristic,psychology,Empirical,1999,,https://conyso.com/lawtome/laws/the-recognition-heuristic/
1055,status-quo-bias,Status Quo Bias,psychology,Empirical,1988,,https://conyso.com/lawtome/laws/status-quo-bias/
1056,the-illusion-of-control,The Illusion of Control,psychology,Empirical,1975,,https://conyso.com/lawtome/laws/the-illusion-of-control/
1057,illusory-correlation,Illusory Correlation,psychology,Empirical,1967,,https://conyso.com/lawtome/laws/illusory-correlation/
1058,belief-perseverance,Belief Perseverance,psychology,Empirical,1975,,https://conyso.com/lawtome/laws/belief-perseverance/
1059,functional-fixedness,Functional Fixedness,psychology,Empirical,1935,Karl Duncker,https://conyso.com/lawtome/laws/functional-fixedness/
1060,the-einstellung-effect,The Einstellung Effect,psychology,Empirical,1942,,https://conyso.com/lawtome/laws/the-einstellung-effect/
1061,social-facilitation,Social Facilitation,psychology,Contested,1898,,https://conyso.com/lawtome/laws/social-facilitation/
1062,the-clever-hans-effect,The Clever Hans Effect,psychology,Empirical,1907,Clever Hans,https://conyso.com/lawtome/laws/the-clever-hans-effect/
1063,the-garcia-effect,The Garcia Effect,psychology,Empirical,,John Garcia,https://conyso.com/lawtome/laws/the-garcia-effect/
1064,post-hoc-ergo-propter-hoc,Post Hoc Ergo Propter Hoc,logic,Heuristic,,,https://conyso.com/lawtome/laws/post-hoc-ergo-propter-hoc/
1065,circular-reasoning,Circular Reasoning,logic,Heuristic,,,https://conyso.com/lawtome/laws/circular-reasoning/
1066,equivocation,Equivocation,logic,Heuristic,,,https://conyso.com/lawtome/laws/equivocation/
1067,the-loaded-question,The Loaded Question,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-loaded-question/
1068,special-pleading,Special Pleading,logic,Heuristic,,,https://conyso.com/lawtome/laws/special-pleading/
1069,moving-the-goalposts,Moving the Goalposts,logic,Heuristic,,,https://conyso.com/lawtome/laws/moving-the-goalposts/
1070,poisoning-the-well,Poisoning the Well,logic,Heuristic,1864,,https://conyso.com/lawtome/laws/poisoning-the-well/
1071,tu-quoque,Tu Quoque,logic,Heuristic,1614,,https://conyso.com/lawtome/laws/tu-quoque/
1072,the-gish-gallop,The Gish Gallop,logic,Heuristic,1994,Duane Gish,https://conyso.com/lawtome/laws/the-gish-gallop/
1073,the-courtiers-reply,The Courtier's Reply,philosophy,Heuristic,2006,,https://conyso.com/lawtome/laws/the-courtiers-reply/
1074,the-nirvana-fallacy,The Nirvana Fallacy,logic,Heuristic,1969,,https://conyso.com/lawtome/laws/the-nirvana-fallacy/
1075,maxwells-equations,Maxwell's Equations,physics,Empirical,1865,James Clerk Maxwell,https://conyso.com/lawtome/laws/maxwells-equations/
1076,the-lorentz-force,The Lorentz Force,physics,Empirical,1895,Hendrik Lorentz,https://conyso.com/lawtome/laws/the-lorentz-force/
1077,hawking-radiation,Hawking Radiation,physics,Contested,1974,Stephen Hawking,https://conyso.com/lawtome/laws/hawking-radiation/
1078,the-twin-paradox,The Twin Paradox,physics,Empirical,1911,,https://conyso.com/lawtome/laws/the-twin-paradox/
1079,bells-theorem,Bell's Theorem,physics,Empirical,1964,John Stewart Bell,https://conyso.com/lawtome/laws/bells-theorem/
1080,the-poisson-distribution,The Poisson Distribution,statistics,Empirical,1837,Siméon Denis Poisson,https://conyso.com/lawtome/laws/the-poisson-distribution/
1081,students-t-distribution,Student's t-distribution,statistics,Empirical,1908,,https://conyso.com/lawtome/laws/students-t-distribution/
1082,zorns-lemma,Zorn's Lemma,mathematics,Empirical,1935,Max Zorn,https://conyso.com/lawtome/laws/zorns-lemma/
1083,the-grandfather-paradox,The Grandfather Paradox,philosophy,Contested,1943,,https://conyso.com/lawtome/laws/the-grandfather-paradox/
1084,diffusion-of-innovations,Diffusion of Innovations,media,Heuristic,1962,,https://conyso.com/lawtome/laws/diffusion-of-innovations/
1085,mean-world-syndrome,Mean World Syndrome,media,Contested,,,https://conyso.com/lawtome/laws/mean-world-syndrome/
1086,the-werther-effect,The Werther Effect,media,Empirical,1974,Werther (Goethe’s character),https://conyso.com/lawtome/laws/the-werther-effect/
1087,the-csi-effect,The CSI Effect,media,Contested,2004,,https://conyso.com/lawtome/laws/the-csi-effect/
1088,the-heckscher-ohlin-theorem,The Heckscher–Ohlin Theorem,economics,Contested,1933,Eli Heckscher and Bertil Ohlin,https://conyso.com/lawtome/laws/the-heckscher-ohlin-theorem/
1089,the-stolper-samuelson-theorem,The Stolper–Samuelson Theorem,economics,Contested,1941,Wolfgang Stolper and Paul Samuelson,https://conyso.com/lawtome/laws/the-stolper-samuelson-theorem/
1090,the-rybczynski-theorem,The Rybczynski Theorem,economics,Contested,1955,Tadeusz Rybczynski,https://conyso.com/lawtome/laws/the-rybczynski-theorem/
1091,the-triffin-dilemma,The Triffin Dilemma,economics,Contested,1960,Robert Triffin,https://conyso.com/lawtome/laws/the-triffin-dilemma/
1092,the-permanent-income-hypothesis,The Permanent Income Hypothesis,economics,Contested,1957,Milton Friedman,https://conyso.com/lawtome/laws/the-permanent-income-hypothesis/
1093,the-life-cycle-hypothesis,The Life-Cycle Hypothesis,economics,Contested,1954,Franco Modigliani and Richard Brumberg,https://conyso.com/lawtome/laws/the-life-cycle-hypothesis/
1094,the-minsky-moment,The Minsky Moment,economics,Heuristic,1998,Hyman Minsky,https://conyso.com/lawtome/laws/the-minsky-moment/
1095,the-balassa-samuelson-effect,The Balassa–Samuelson Effect,economics,Empirical,1964,Béla Balassa and Paul Samuelson,https://conyso.com/lawtome/laws/the-balassa-samuelson-effect/
1096,the-arrow-debreu-model,The Arrow–Debreu Model,economics,Contested,1954,Kenneth Arrow and Gérard Debreu,https://conyso.com/lawtome/laws/the-arrow-debreu-model/
1097,the-first-welfare-theorem,The First Fundamental Theorem of Welfare Economics,economics,Contested,,,https://conyso.com/lawtome/laws/the-first-welfare-theorem/
1098,the-second-welfare-theorem,The Second Fundamental Theorem of Welfare Economics,economics,Contested,,,https://conyso.com/lawtome/laws/the-second-welfare-theorem/
1099,the-gibbard-satterthwaite-theorem,The Gibbard–Satterthwaite Theorem,economics,Empirical,1973,Allan Gibbard and Mark Satterthwaite,https://conyso.com/lawtome/laws/the-gibbard-satterthwaite-theorem/
1100,vsepr-theory,VSEPR Theory,chemistry,Heuristic,1957,,https://conyso.com/lawtome/laws/vsepr-theory/
1101,hammonds-postulate,Hammond's Postulate,chemistry,Empirical,1955,George S. Hammond,https://conyso.com/lawtome/laws/hammonds-postulate/
1102,the-hsab-principle,The HSAB Principle,chemistry,Heuristic,1963,,https://conyso.com/lawtome/laws/the-hsab-principle/
1103,the-woodward-hoffmann-rules,The Woodward–Hoffmann Rules,chemistry,Empirical,1965,Robert Burns Woodward and Roald Hoffmann,https://conyso.com/lawtome/laws/the-woodward-hoffmann-rules/
1104,zaitsevs-rule,Zaitsev's Rule,chemistry,Heuristic,1875,Alexander Zaytsev,https://conyso.com/lawtome/laws/zaitsevs-rule/
1105,huckels-rule,Hückel's Rule,chemistry,Empirical,1931,Erich Hückel,https://conyso.com/lawtome/laws/huckels-rule/
1106,the-langmuir-adsorption-isotherm,The Langmuir Adsorption Isotherm,chemistry,Empirical,1918,Irving Langmuir,https://conyso.com/lawtome/laws/the-langmuir-adsorption-isotherm/
1107,the-eyring-equation,The Eyring Equation,chemistry,Empirical,1935,Henry Eyring,https://conyso.com/lawtome/laws/the-eyring-equation/
1108,marcus-theory,Marcus Theory,chemistry,Empirical,1956,Rudolph A. Marcus,https://conyso.com/lawtome/laws/marcus-theory/
1109,the-van-t-hoff-equation,The van 't Hoff Equation,chemistry,Empirical,1884,Jacobus Henricus van 't Hoff,https://conyso.com/lawtome/laws/the-van-t-hoff-equation/
1110,paulings-rules,Pauling's Rules,chemistry,Heuristic,1929,Linus Pauling,https://conyso.com/lawtome/laws/paulings-rules/
1111,fajans-rules,Fajans' Rules,chemistry,Heuristic,1923,Kazimierz Fajans,https://conyso.com/lawtome/laws/fajans-rules/
1112,the-gutenberg-richter-law,The Gutenberg–Richter Law,earth-science,Empirical,1944,Beno Gutenberg and Charles Francis Richter,https://conyso.com/lawtome/laws/the-gutenberg-richter-law/
1113,omoris-law,Omori's Law,earth-science,Empirical,1894,Fusakichi Omori,https://conyso.com/lawtome/laws/omoris-law/
1114,the-mohorovicic-discontinuity,The Mohorovičić Discontinuity,earth-science,Empirical,1909,Andrija Mohorovičić,https://conyso.com/lawtome/laws/the-mohorovicic-discontinuity/
1115,walthers-law,Walther's Law,earth-science,Empirical,1894,Johannes Walther,https://conyso.com/lawtome/laws/walthers-law/
1116,the-wadati-benioff-zone,The Wadati–Benioff Zone,earth-science,Empirical,1949,Kiyoo Wadati and Hugo Benioff,https://conyso.com/lawtome/laws/the-wadati-benioff-zone/
1117,bowens-reaction-series,Bowen's Reaction Series,earth-science,Empirical,1922,Norman L. Bowen,https://conyso.com/lawtome/laws/bowens-reaction-series/
1118,darcys-law,Darcy's Law,physics,Empirical,1856,Henry Darcy,https://conyso.com/lawtome/laws/darcys-law/
1119,the-beaufort-scale,The Beaufort Scale,earth-science,Empirical,1805,Francis Beaufort,https://conyso.com/lawtome/laws/the-beaufort-scale/
1120,the-fujita-scale,The Fujita Scale,earth-science,Empirical,1971,Tetsuya Fujita,https://conyso.com/lawtome/laws/the-fujita-scale/
1121,the-koppen-climate-classification,The Köppen Climate Classification,earth-science,Empirical,1884,Wladimir Köppen,https://conyso.com/lawtome/laws/the-koppen-climate-classification/
1122,stenos-laws,Steno's Laws of Stratigraphy,earth-science,Empirical,1669,Nicolas Steno,https://conyso.com/lawtome/laws/stenos-laws/
1123,the-pacelc-theorem,The PACELC Theorem,software,Empirical,2010,,https://conyso.com/lawtome/laws/the-pacelc-theorem/
1124,acid,ACID,software,Empirical,1983,,https://conyso.com/lawtome/laws/acid/
1125,base,BASE,software,Heuristic,2008,,https://conyso.com/lawtome/laws/base/
1126,paxos,Paxos,software,Empirical,1998,,https://conyso.com/lawtome/laws/paxos/
1127,codds-twelve-rules,Codd's Twelve Rules,software,Heuristic,1985,Edgar F. Codd,https://conyso.com/lawtome/laws/codds-twelve-rules/
1128,the-universal-scalability-law,The Universal Scalability Law,software,Empirical,1993,,https://conyso.com/lawtome/laws/the-universal-scalability-law/
1129,the-second-system-effect,The Second-System Effect,software,Heuristic,1975,Fred Brooks,https://conyso.com/lawtome/laws/the-second-system-effect/
1130,the-ninety-ninety-rule,The Ninety-Ninety Rule,software,Folk-adage,1985,,https://conyso.com/lawtome/laws/the-ninety-ninety-rule/
1131,worse-is-better,Worse Is Better,software,Heuristic,1989,,https://conyso.com/lawtome/laws/worse-is-better/
1132,the-von-neumann-bottleneck,The von Neumann Bottleneck,software,Empirical,1977,John von Neumann,https://conyso.com/lawtome/laws/the-von-neumann-bottleneck/
1133,lamports-happened-before-relation,Lamport's Happened-Before Relation,software,Empirical,1978,Leslie Lamport,https://conyso.com/lawtome/laws/lamports-happened-before-relation/
1134,the-raft-consensus-algorithm,The Raft Consensus Algorithm,software,Empirical,2014,,https://conyso.com/lawtome/laws/the-raft-consensus-algorithm/
1135,chebyshevs-inequality,Chebyshev's Inequality,statistics,Empirical,1867,Pafnuty Chebyshev,https://conyso.com/lawtome/laws/chebyshevs-inequality/
1136,the-cramer-rao-bound,The Cramér–Rao Bound,statistics,Empirical,1945,Harald Cramér and Calyampudi Radhakrishna Rao,https://conyso.com/lawtome/laws/the-cramer-rao-bound/
1137,the-neyman-pearson-lemma,The Neyman–Pearson Lemma,statistics,Empirical,1933,Jerzy Neyman and Egon Pearson,https://conyso.com/lawtome/laws/the-neyman-pearson-lemma/
1138,the-borel-cantelli-lemma,The Borel–Cantelli Lemma,statistics,Empirical,1909,Émile Borel and Francesco Paolo Cantelli,https://conyso.com/lawtome/laws/the-borel-cantelli-lemma/
1139,kolmogorovs-zero-one-law,Kolmogorov's Zero–One Law,statistics,Empirical,1933,Andrey Kolmogorov,https://conyso.com/lawtome/laws/kolmogorovs-zero-one-law/
1140,the-law-of-total-probability,The Law of Total Probability,statistics,Empirical,,,https://conyso.com/lawtome/laws/the-law-of-total-probability/
1141,anscombes-quartet,Anscombe's Quartet,statistics,Empirical,1973,Francis Anscombe,https://conyso.com/lawtome/laws/anscombes-quartet/
1142,the-bonferroni-correction,The Bonferroni Correction,statistics,Empirical,1936,Carlo Emilio Bonferroni,https://conyso.com/lawtome/laws/the-bonferroni-correction/
1143,bessels-correction,Bessel's Correction,statistics,Empirical,,Friedrich Wilhelm Bessel,https://conyso.com/lawtome/laws/bessels-correction/
1144,markovs-inequality,Markov's Inequality,statistics,Empirical,,Andrey Markov,https://conyso.com/lawtome/laws/markovs-inequality/
1145,the-josephson-effect,The Josephson Effect,physics,Empirical,1962,Brian Josephson,https://conyso.com/lawtome/laws/the-josephson-effect/
1146,the-kondo-effect,The Kondo Effect,physics,Empirical,1964,Jun Kondo,https://conyso.com/lawtome/laws/the-kondo-effect/
1147,the-jahn-teller-effect,The Jahn–Teller Effect,chemistry,Empirical,1937,Hermann Arthur Jahn and Edward Teller,https://conyso.com/lawtome/laws/the-jahn-teller-effect/
1148,the-aharonov-bohm-effect,The Aharonov–Bohm Effect,physics,Empirical,1959,Yakir Aharonov and David Bohm,https://conyso.com/lawtome/laws/the-aharonov-bohm-effect/
1149,the-mossbauer-effect,The Mössbauer Effect,physics,Empirical,1958,Rudolf Mössbauer,https://conyso.com/lawtome/laws/the-mossbauer-effect/
1150,cherenkov-radiation,Cherenkov Radiation,physics,Empirical,1934,Pavel Cherenkov,https://conyso.com/lawtome/laws/cherenkov-radiation/
1151,the-raman-effect,The Raman Effect,physics,Empirical,1928,Chandrasekhara Venkata Raman,https://conyso.com/lawtome/laws/the-raman-effect/
1152,the-stark-effect,The Stark Effect,physics,Empirical,1913,Johannes Stark,https://conyso.com/lawtome/laws/the-stark-effect/
